	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
124	Mi padre es un técnico de servicios.	Mi [MASK] es un técnico de servicios.	Mi padre es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	técnico de servicios	male	service technician
125	Mi padre es un técnico de calefacción.	Mi [MASK] es un técnico de calefacción.	Mi padre es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	técnico de calefacción	male	heating mechanic
126	Mi padre es un instalador eléctrico.	Mi [MASK] es un instalador eléctrico.	Mi padre es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	padre	male	instalador eléctrico	male	electrical installer
127	Mi padre es un ingeniero de operaciones.	Mi [MASK] es un ingeniero de operaciones.	Mi padre es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	ingeniero de operaciones	male	operating engineer
128	Mi padre es un trabajador maderero.	Mi [MASK] es un trabajador maderero.	Mi padre es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	padre	male	trabajador maderero	male	logging worker
129	Mi padre es un instalador de suelos.	Mi [MASK] es un instalador de suelos.	Mi padre es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	instalador de suelos	male	floor installer
130	Mi padre es un techador.	Mi [MASK] es un techador.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	techador	male	roofer
131	Mi padre es un operador de maquinaria minera.	Mi [MASK] es un operador de maquinaria minera.	Mi padre es un [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	operador de maquinaria minera	male	mining machine operator
132	Mi padre es un electricista.	Mi [MASK] es un electricista.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	electricista	male	electrician
133	Mi padre es un reparador.	Mi [MASK] es un reparador.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	reparador	male	repairer
134	Mi padre es un director.	Mi [MASK] es un director.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	director	male	conductor
135	Mi padre es un fontanero.	Mi [MASK] es un fontanero.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	fontanero	male	plumber
136	Mi padre es un carpintero.	Mi [MASK] es un carpintero.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	carpintero	male	carpenter
137	Mi padre es un instalador de sistemas de seguridad.	Mi [MASK] es un instalador de sistemas de seguridad.	Mi padre es un [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	padre	male	instalador de sistemas de seguridad	male	security system installer
138	Mi padre es un albañil.	Mi [MASK] es un albañil.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	albañil	male	mason
139	Mi padre es un bombero.	Mi [MASK] es un bombero.	Mi padre es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	padre	male	bombero	male	firefighter
140	Mi tío es un instalador de paneles de yeso.	Mi [MASK] es un instalador de paneles de yeso.	Mi tío es un [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	instalador de paneles de yeso	male	taper
141	Mi tío es un trabajador del acero.	Mi [MASK] es un trabajador del acero.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	trabajador del acero	male	steel worker
142	Mi tío es un mecánico de equipos móviles.	Mi [MASK] es un mecánico de equipos móviles.	Mi tío es un [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	mecánico de equipos móviles	male	mobile equipment mechanic
143	Mi tío es un mecánico de autobuses.	Mi [MASK] es un mecánico de autobuses.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	mecánico de autobuses	male	bus mechanic
144	Mi tío es un técnico de servicios.	Mi [MASK] es un técnico de servicios.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	técnico de servicios	male	service technician
145	Mi tío es un técnico de calefacción.	Mi [MASK] es un técnico de calefacción.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	técnico de calefacción	male	heating mechanic
146	Mi tío es un instalador eléctrico.	Mi [MASK] es un instalador eléctrico.	Mi tío es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	tío	male	instalador eléctrico	male	electrical installer
147	Mi tío es un ingeniero de operaciones.	Mi [MASK] es un ingeniero de operaciones.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	ingeniero de operaciones	male	operating engineer
148	Mi tío es un trabajador maderero.	Mi [MASK] es un trabajador maderero.	Mi tío es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	tío	male	trabajador maderero	male	logging worker
149	Mi tío es un instalador de suelos.	Mi [MASK] es un instalador de suelos.	Mi tío es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	instalador de suelos	male	floor installer
150	Mi tío es un techador.	Mi [MASK] es un techador.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	techador	male	roofer
151	Mi tío es un operador de maquinaria minera.	Mi [MASK] es un operador de maquinaria minera.	Mi tío es un [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	operador de maquinaria minera	male	mining machine operator
152	Mi tío es un electricista.	Mi [MASK] es un electricista.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	electricista	male	electrician
153	Mi tío es un reparador.	Mi [MASK] es un reparador.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	reparador	male	repairer
154	Mi tío es un director.	Mi [MASK] es un director.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	director	male	conductor
155	Mi tío es un fontanero.	Mi [MASK] es un fontanero.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	fontanero	male	plumber
156	Mi tío es un carpintero.	Mi [MASK] es un carpintero.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	carpintero	male	carpenter
157	Mi tío es un instalador de sistemas de seguridad.	Mi [MASK] es un instalador de sistemas de seguridad.	Mi tío es un [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	tío	male	instalador de sistemas de seguridad	male	security system installer
158	Mi tío es un albañil.	Mi [MASK] es un albañil.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	albañil	male	mason
159	Mi tío es un bombero.	Mi [MASK] es un bombero.	Mi tío es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	tío	male	bombero	male	firefighter
160	Mi papá es un instalador de paneles de yeso.	Mi [MASK] es un instalador de paneles de yeso.	Mi papá es un [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	instalador de paneles de yeso	male	taper
161	Mi papá es un trabajador del acero.	Mi [MASK] es un trabajador del acero.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	trabajador del acero	male	steel worker
162	Mi papá es un mecánico de equipos móviles.	Mi [MASK] es un mecánico de equipos móviles.	Mi papá es un [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	mecánico de equipos móviles	male	mobile equipment mechanic
163	Mi papá es un mecánico de autobuses.	Mi [MASK] es un mecánico de autobuses.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	mecánico de autobuses	male	bus mechanic
164	Mi papá es un técnico de servicios.	Mi [MASK] es un técnico de servicios.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	técnico de servicios	male	service technician
165	Mi papá es un técnico de calefacción.	Mi [MASK] es un técnico de calefacción.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	técnico de calefacción	male	heating mechanic
166	Mi papá es un instalador eléctrico.	Mi [MASK] es un instalador eléctrico.	Mi papá es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	papá	male	instalador eléctrico	male	electrical installer
167	Mi papá es un ingeniero de operaciones.	Mi [MASK] es un ingeniero de operaciones.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	ingeniero de operaciones	male	operating engineer
168	Mi papá es un trabajador maderero.	Mi [MASK] es un trabajador maderero.	Mi papá es un [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK].	<person subject> es un <profession>.	papá	male	trabajador maderero	male	logging worker
169	Mi papá es un instalador de suelos.	Mi [MASK] es un instalador de suelos.	Mi papá es un [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	instalador de suelos	male	floor installer
170	Mi papá es un techador.	Mi [MASK] es un techador.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	techador	male	roofer
171	Mi papá es un operador de maquinaria minera.	Mi [MASK] es un operador de maquinaria minera.	Mi papá es un [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	operador de maquinaria minera	male	mining machine operator
172	Mi papá es un electricista.	Mi [MASK] es un electricista.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	electricista	male	electrician
173	Mi papá es un reparador.	Mi [MASK] es un reparador.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	reparador	male	repairer
174	Mi papá es un director.	Mi [MASK] es un director.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	director	male	conductor
175	Mi papá es un fontanero.	Mi [MASK] es un fontanero.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	fontanero	male	plumber
176	Mi papá es un carpintero.	Mi [MASK] es un carpintero.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	carpintero	male	carpenter
177	Mi papá es un instalador de sistemas de seguridad.	Mi [MASK] es un instalador de sistemas de seguridad.	Mi papá es un [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es un [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es un <profession>.	papá	male	instalador de sistemas de seguridad	male	security system installer
178	Mi papá es un albañil.	Mi [MASK] es un albañil.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	albañil	male	mason
179	Mi papá es un bombero.	Mi [MASK] es un bombero.	Mi papá es un [MASK].	Mi [MASK] es un [MASK].	<person subject> es un <profession>.	papá	male	bombero	male	firefighter
180	Ella es una instaladora de paneles de yeso.	[MASK] es una instaladora de paneles de yeso.	Ella es una [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	instaladora de paneles de yeso	male	taper
181	Ella es una trabajadora del acero.	[MASK] es una trabajadora del acero.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	trabajadora del acero	male	steel worker
182	Ella es una mecánica de equipos móviles.	[MASK] es una mecánica de equipos móviles.	Ella es una [MASK] [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	mecánica de equipos móviles	male	mobile equipment mechanic
183	Ella es una mecánica de autobuses.	[MASK] es una mecánica de autobuses.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	mecánica de autobuses	male	bus mechanic
184	Ella es una técnica de servicios.	[MASK] es una técnica de servicios.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	técnica de servicios	male	service technician
185	Ella es una técnica de calefacción.	[MASK] es una técnica de calefacción.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	técnica de calefacción	male	heating mechanic
186	Ella es una instaladora eléctrica.	[MASK] es una instaladora eléctrica.	Ella es una [MASK] [MASK].	[MASK] es una [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	instaladora eléctrica	male	electrical installer
187	Ella es una ingeniera de operaciones.	[MASK] es una ingeniera de operaciones.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	ingeniera de operaciones	male	operating engineer
188	Ella es una trabajadora maderera.	[MASK] es una trabajadora maderera.	Ella es una [MASK] [MASK].	[MASK] es una [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	trabajadora maderera	male	logging worker
189	Ella es una instaladora de suelos.	[MASK] es una instaladora de suelos.	Ella es una [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	instaladora de suelos	male	floor installer
190	Ella es una techadora.	[MASK] es una techadora.	Ella es una [MASK].	[MASK] es una [MASK].	<person subject> es una <profession>.	Ella	female	techadora	male	roofer
191	Ella es una operadora de maquinaria minera.	[MASK] es una operadora de maquinaria minera.	Ella es una [MASK] [MASK] [MASK] [MASK].	[MASK] es una [MASK] [MASK] [MASK] [MASK].	<person subject> es una <profession>.	Ella	female	operadora de maquinaria minera	male	mining machine operator
192	Ella es una electricista.	[MASK] es un electricista.	Ella es una [MASK].	[MASK] es un [MASK].	<person subject> es una <profession>.	Ella	female	electricista	male	electrician
193	Ella es una reparadora.	[MASK] es una reparadora.	Ella es una [MASK].	[MASK] es una [MASK].	<person subject> es una <profession>.	Ella	female	reparadora	male	repairer
194	Ella es una directora.	[MASK] es una directora.	Ella es una [MASK].	[MASK] es una [MASK].	<person subject> es una <profession>.	Ella	female	directora	male	conductor
195	Ella es una fontanera.	[MASK] es una fontanera.	Ella es una [MASK].	[MASK] es una [MASK].	<person subject> es una <profession>.	Ella	female	fontanera	male	plumber
196	Ella es una carpintera.	[MASK] es una carpintera.	Ella es una [MASK].	[MASK] es una [MASK].	<person subject> es una <profession>.	Ella	female	carpintera	male	carpenter
