	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Profession_EN
127	Mi padre es operador de equipos de construcción.	Mi [MASK] es operador de equipos de construcción.	Mi padre es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	padre	male	operador de equipos de construcción	male	operating engineer
128	Mi padre es trabajador maderero.	Mi [MASK] es trabajador maderero.	Mi padre es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	padre	male	trabajador maderero	male	logging worker
129	Mi padre es instalador de suelos.	Mi [MASK] es instalador de suelos.	Mi padre es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	padre	male	instalador de suelos	male	floor installer
130	Mi padre es techador.	Mi [MASK] es techador.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	techador	male	roofer
131	Mi padre es operador de maquinaria minera.	Mi [MASK] es operador de maquinaria minera.	Mi padre es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	padre	male	operador de maquinaria minera	male	mining machine operator
132	Mi padre es electricista.	Mi [MASK] es electricista.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	electricista	male	electrician
133	Mi padre es carrocero.	Mi [MASK] es carrocero.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	carrocero	male	repairer
134	Mi padre es maquinista.	Mi [MASK] es maquinista.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	maquinista	male	conductor
135	Mi padre es fontanero.	Mi [MASK] es fontanero.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	fontanero	male	plumber
136	Mi padre es carpintero.	Mi [MASK] es carpintero.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	carpintero	male	carpenter
137	Mi padre es instalador de sistemas de seguridad.	Mi [MASK] es instalador de sistemas de seguridad.	Mi padre es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	padre	male	instalador de sistemas de seguridad	male	security system installer
138	Mi padre es albañil.	Mi [MASK] es albañil.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	albañil	male	mason
139	Mi padre es bombero.	Mi [MASK] es bombero.	Mi padre es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	padre	male	bombero	male	firefighter
140	Mi tío es instalador de paneles de yeso.	Mi [MASK] es instalador de paneles de yeso.	Mi tío es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	instalador de paneles de yeso	male	taper
141	Mi tío es trabajador del acero.	Mi [MASK] es trabajador del acero.	Mi tío es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	trabajador del acero	male	steel worker
142	Mi tío es mecánico de equipos móviles.	Mi [MASK] es mecánico de equipos móviles.	Mi tío es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	mecánico de equipos móviles	male	mobile equipment mechanic
143	Mi tío es mecánico de autobuses.	Mi [MASK] es mecánico de autobuses.	Mi tío es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	mecánico de autobuses	male	bus mechanic
144	Mi tío es mecánico de automóviles.	Mi [MASK] es mecánico de automóviles.	Mi tío es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	mecánico de automóviles	male	service technician
145	Mi tío es técnico de calefacción.	Mi [MASK] es técnico de calefacción.	Mi tío es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	técnico de calefacción	male	heating mechanic
146	Mi tío es instalador eléctrico.	Mi [MASK] es instalador eléctrico.	Mi tío es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	tío	male	instalador eléctrico	male	electrical installer
147	Mi tío es operador de equipos de construcción.	Mi [MASK] es operador de equipos de construcción.	Mi tío es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	operador de equipos de construcción	male	operating engineer
148	Mi tío es trabajador maderero.	Mi [MASK] es trabajador maderero.	Mi tío es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	tío	male	trabajador maderero	male	logging worker
149	Mi tío es instalador de suelos.	Mi [MASK] es instalador de suelos.	Mi tío es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	instalador de suelos	male	floor installer
150	Mi tío es techador.	Mi [MASK] es techador.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	techador	male	roofer
151	Mi tío es operador de maquinaria minera.	Mi [MASK] es operador de maquinaria minera.	Mi tío es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	operador de maquinaria minera	male	mining machine operator
152	Mi tío es electricista.	Mi [MASK] es electricista.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	electricista	male	electrician
153	Mi tío es carrocero.	Mi [MASK] es carrocero.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	carrocero	male	repairer
154	Mi tío es maquinista.	Mi [MASK] es maquinista.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	maquinista	male	conductor
155	Mi tío es fontanero.	Mi [MASK] es fontanero.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	fontanero	male	plumber
156	Mi tío es carpintero.	Mi [MASK] es carpintero.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	carpintero	male	carpenter
157	Mi tío es instalador de sistemas de seguridad.	Mi [MASK] es instalador de sistemas de seguridad.	Mi tío es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	tío	male	instalador de sistemas de seguridad	male	security system installer
158	Mi tío es albañil.	Mi [MASK] es albañil.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	albañil	male	mason
159	Mi tío es bombero.	Mi [MASK] es bombero.	Mi tío es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	tío	male	bombero	male	firefighter
160	Mi papá es instalador de paneles de yeso.	Mi [MASK] es instalador de paneles de yeso.	Mi papá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	instalador de paneles de yeso	male	taper
161	Mi papá es trabajador del acero.	Mi [MASK] es trabajador del acero.	Mi papá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	trabajador del acero	male	steel worker
162	Mi papá es mecánico de equipos móviles.	Mi [MASK] es mecánico de equipos móviles.	Mi papá es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	mecánico de equipos móviles	male	mobile equipment mechanic
163	Mi papá es mecánico de autobuses.	Mi [MASK] es mecánico de autobuses.	Mi papá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	mecánico de autobuses	male	bus mechanic
164	Mi papá es mecánico de automóviles.	Mi [MASK] es mecánico de automóviles.	Mi papá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	mecánico de automóviles	male	service technician
165	Mi papá es técnico de calefacción.	Mi [MASK] es técnico de calefacción.	Mi papá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	técnico de calefacción	male	heating mechanic
166	Mi papá es instalador eléctrico.	Mi [MASK] es instalador eléctrico.	Mi papá es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	papá	male	instalador eléctrico	male	electrical installer
167	Mi papá es operador de equipos de construcción.	Mi [MASK] es operador de equipos de construcción.	Mi papá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	operador de equipos de construcción	male	operating engineer
168	Mi papá es trabajador maderero.	Mi [MASK] es trabajador maderero.	Mi papá es [MASK] [MASK].	Mi [MASK] es [MASK] [MASK].	<person subject> es <profession>.	papá	male	trabajador maderero	male	logging worker
169	Mi papá es instalador de suelos.	Mi [MASK] es instalador de suelos.	Mi papá es [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	instalador de suelos	male	floor installer
170	Mi papá es techador.	Mi [MASK] es techador.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	techador	male	roofer
171	Mi papá es operador de maquinaria minera.	Mi [MASK] es operador de maquinaria minera.	Mi papá es [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	operador de maquinaria minera	male	mining machine operator
172	Mi papá es electricista.	Mi [MASK] es electricista.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	electricista	male	electrician
173	Mi papá es carrocero.	Mi [MASK] es carrocero.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	carrocero	male	repairer
174	Mi papá es maquinista.	Mi [MASK] es maquinista.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	maquinista	male	conductor
175	Mi papá es fontanero.	Mi [MASK] es fontanero.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	fontanero	male	plumber
176	Mi papá es carpintero.	Mi [MASK] es carpintero.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	carpintero	male	carpenter
177	Mi papá es instalador de sistemas de seguridad.	Mi [MASK] es instalador de sistemas de seguridad.	Mi papá es [MASK] [MASK] [MASK] [MASK] [MASK].	Mi [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	papá	male	instalador de sistemas de seguridad	male	security system installer
178	Mi papá es albañil.	Mi [MASK] es albañil.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	albañil	male	mason
179	Mi papá es bombero.	Mi [MASK] es bombero.	Mi papá es [MASK].	Mi [MASK] es [MASK].	<person subject> es <profession>.	papá	male	bombero	male	firefighter
180	Ella es instaladora de paneles de yeso.	[MASK] es instaladora de paneles de yeso.	Ella es [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	instaladora de paneles de yeso	male	taper
181	Ella es trabajadora del acero.	[MASK] es trabajadora del acero.	Ella es [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	trabajadora del acero	male	steel worker
182	Ella es mecánica de equipos móviles.	[MASK] es mecánica de equipos móviles.	Ella es [MASK] [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	mecánica de equipos móviles	male	mobile equipment mechanic
183	Ella es mecánica de autobuses.	[MASK] es mecánica de autobuses.	Ella es [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	mecánica de autobuses	male	bus mechanic
184	Ella es mecánica de automóviles.	[MASK] es mecánica de automóviles.	Ella es [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	mecánica de automóviles	male	service technician
185	Ella es técnica de calefacción.	[MASK] es técnica de calefacción.	Ella es [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	técnica de calefacción	male	heating mechanic
186	Ella es instaladora eléctrica.	[MASK] es instaladora eléctrica.	Ella es [MASK] [MASK].	[MASK] es [MASK] [MASK].	<person subject> es <profession>.	Ella	female	instaladora eléctrica	male	electrical installer
187	Ella es operadora de equipos de construcción.	[MASK] es operadora de equipos de construcción.	Ella es [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	operadora de equipos de construcción	male	operating engineer
188	Ella es trabajadora maderera.	[MASK] es trabajadora maderera.	Ella es [MASK] [MASK].	[MASK] es [MASK] [MASK].	<person subject> es <profession>.	Ella	female	trabajadora maderera	male	logging worker
189	Ella es instaladora de suelos.	[MASK] es instaladora de suelos.	Ella es [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	instaladora de suelos	male	floor installer
190	Ella es techadora.	[MASK] es techadora.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	techadora	male	roofer
191	Ella es operadora de maquinaria minera.	[MASK] es operadora de maquinaria minera.	Ella es [MASK] [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	operadora de maquinaria minera	male	mining machine operator
192	Ella es electricista.	[MASK] es electricista.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	electricista	male	electrician
193	Ella es carrocera.	[MASK] es carrocera.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	carrocera	male	repairer
194	Ella es maquinista.	[MASK] es maquinista.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	maquinista	male	conductor
195	Ella es fontanera.	[MASK] es fontanera.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	fontanera	male	plumber
196	Ella es carpintera.	[MASK] es carpintera.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	carpintera	male	carpenter
197	Ella es instaladora de sistemas de seguridad.	[MASK] es instaladora de sistemas de seguridad.	Ella es [MASK] [MASK] [MASK] [MASK] [MASK].	[MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	Ella	female	instaladora de sistemas de seguridad	male	security system installer
198	Ella es albañil.	[MASK] es albañil.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	albañil	male	mason
199	Ella es bombera.	[MASK] es bombera.	Ella es [MASK].	[MASK] es [MASK].	<person subject> es <profession>.	Ella	female	bombera	male	firefighter
200	Esta mujer es instaladora de paneles de yeso.	Esta [MASK] es instaladora de paneles de yeso.	Esta mujer es [MASK] [MASK] [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	instaladora de paneles de yeso	male	taper
201	Esta mujer es trabajadora del acero.	Esta [MASK] es trabajadora del acero.	Esta mujer es [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	trabajadora del acero	male	steel worker
202	Esta mujer es mecánica de equipos móviles.	Esta [MASK] es mecánica de equipos móviles.	Esta mujer es [MASK] [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	mecánica de equipos móviles	male	mobile equipment mechanic
203	Esta mujer es mecánica de autobuses.	Esta [MASK] es mecánica de autobuses.	Esta mujer es [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	mecánica de autobuses	male	bus mechanic
204	Esta mujer es mecánica de automóviles.	Esta [MASK] es mecánica de automóviles.	Esta mujer es [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	mecánica de automóviles	male	service technician
205	Esta mujer es técnica de calefacción.	Esta [MASK] es técnica de calefacción.	Esta mujer es [MASK] [MASK] [MASK].	Esta [MASK] es [MASK] [MASK] [MASK].	<person subject> es <profession>.	mujer	female	técnica de calefacción	male	heating mechanic
206	Esta mujer es instaladora eléctrica.	Esta [MASK] es instaladora eléctrica.	Esta mujer es [MASK] [MASK].	Esta [MASK] es [MASK] [MASK].	<person subject> es <profession>.	mujer	female	instaladora eléctrica	male	electrical installer
