	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_Gender	Profession_EN
125	Nire aita berogailu-teknikaria da.	Nire [MASK] berogailu-teknikaria da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	berogailu-teknikaria	male	heating mechanic
126	Nire aita instalatzaile-elektrikoa da.	Nire [MASK] instalatzaile-elektrikoa da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	instalatzaile-elektrikoa	male	electrical installer
127	Nire aita eraikuntza ekipoen operadorea da.	Nire [MASK] eraikuntza ekipoen operadorea da.	Nire aita [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	eraikuntza ekipoen operadorea	male	operating engineer
128	Nire aita egurketaria da.	Nire [MASK] egurketaria da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	egurketaria	male	logging worker
129	Nire aita zoru-instalatzailea da.	Nire [MASK] zoru-instalatzailea da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	zoru-instalatzailea	male	floor installer
130	Nire aita teilatu-emailea da.	Nire [MASK] teilatu-emailea da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	teilatu-emailea	male	roofer
131	Nire aita meatzaritzako makina-operadorea da.	Nire [MASK] meatzaritzako makina-operadorea da.	Nire aita [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	meatzaritzako makina-operadorea	male	mining machine operator
132	Nire aita elektrizista da.	Nire [MASK] elektrizista da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	elektrizista	male	electrician
133	Nire aita karrozaegilea da.	Nire [MASK] karrozaegilea da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	karrozaegilea	male	repairer
134	Nire aita tren-gidaria da.	Nire [MASK] tren-gidaria da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	tren-gidaria	male	conductor
135	Nire aita iturgina da.	Nire [MASK] iturgina da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	iturgina	male	plumber
136	Nire aita arotza da.	Nire [MASK] arotza da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	arotza	male	carpenter
137	Nire aita segurtasun sistemako instalatzailea da.	Nire [MASK] segurtasun sistemako instalatzailea da.	Nire aita [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	segurtasun sistemako instalatzailea	male	security system installer
138	Nire aita igeltseroa da.	Nire [MASK] igeltseroa da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	igeltseroa	male	mason
139	Nire aita suhiltzailea da.	Nire [MASK] suhiltzailea da.	Nire aita [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aita	male	suhiltzailea	male	firefighter
140	Nire osaba igeltsuzko panel instalatzailea da.	Nire [MASK] igeltsuzko panel instalatzailea da.	Nire osaba [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	igeltsuzko panel instalatzailea	male	taper
141	Nire osaba altzairu langilea da.	Nire [MASK] altzairu langilea da.	Nire osaba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	altzairu langilea	male	steel worker
142	Nire osaba ekipamendu mugikorreko mekanikaria da.	Nire [MASK] ekipamendu mugikorreko mekanikaria da.	Nire osaba [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	ekipamendu mugikorreko mekanikaria	male	mobile equipment mechanic
143	Nire osaba autobus mekanikaria da.	Nire [MASK] autobus mekanikaria da.	Nire osaba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	autobus mekanikaria	male	bus mechanic
144	Nire osaba auto mekanikaria da.	Nire [MASK] auto mekanikaria da.	Nire osaba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	auto mekanikaria	male	service technician
145	Nire osaba berogailu-teknikaria da.	Nire [MASK] berogailu-teknikaria da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	berogailu-teknikaria	male	heating mechanic
146	Nire osaba instalatzaile-elektrikoa da.	Nire [MASK] instalatzaile-elektrikoa da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	instalatzaile-elektrikoa	male	electrical installer
147	Nire osaba eraikuntza ekipoen operadorea da.	Nire [MASK] eraikuntza ekipoen operadorea da.	Nire osaba [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	eraikuntza ekipoen operadorea	male	operating engineer
148	Nire osaba egurketaria da.	Nire [MASK] egurketaria da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	egurketaria	male	logging worker
149	Nire osaba zoru-instalatzailea da.	Nire [MASK] zoru-instalatzailea da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	zoru-instalatzailea	male	floor installer
150	Nire osaba teilatu-emailea da.	Nire [MASK] teilatu-emailea da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	teilatu-emailea	male	roofer
151	Nire osaba meatzaritzako makina-operadorea da.	Nire [MASK] meatzaritzako makina-operadorea da.	Nire osaba [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	meatzaritzako makina-operadorea	male	mining machine operator
152	Nire osaba elektrizista da.	Nire [MASK] elektrizista da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	elektrizista	male	electrician
153	Nire osaba karrozaegilea da.	Nire [MASK] karrozaegilea da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	karrozaegilea	male	repairer
154	Nire osaba tren-gidaria da.	Nire [MASK] tren-gidaria da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	tren-gidaria	male	conductor
155	Nire osaba iturgina da.	Nire [MASK] iturgina da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	iturgina	male	plumber
156	Nire osaba arotza da.	Nire [MASK] arotza da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	arotza	male	carpenter
157	Nire osaba segurtasun sistemako instalatzailea da.	Nire [MASK] segurtasun sistemako instalatzailea da.	Nire osaba [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	segurtasun sistemako instalatzailea	male	security system installer
158	Nire osaba igeltseroa da.	Nire [MASK] igeltseroa da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	igeltseroa	male	mason
159	Nire osaba suhiltzailea da.	Nire [MASK] suhiltzailea da.	Nire osaba [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	osaba	male	suhiltzailea	male	firefighter
160	Nire aitatxo igeltsuzko panel instalatzailea da.	Nire [MASK] igeltsuzko panel instalatzailea da.	Nire aitatxo [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	igeltsuzko panel instalatzailea	male	taper
161	Nire aitatxo altzairu langilea da.	Nire [MASK] altzairu langilea da.	Nire aitatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	altzairu langilea	male	steel worker
162	Nire aitatxo ekipamendu mugikorreko mekanikaria da.	Nire [MASK] ekipamendu mugikorreko mekanikaria da.	Nire aitatxo [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	ekipamendu mugikorreko mekanikaria	male	mobile equipment mechanic
163	Nire aitatxo autobus mekanikaria da.	Nire [MASK] autobus mekanikaria da.	Nire aitatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	autobus mekanikaria	male	bus mechanic
164	Nire aitatxo auto mekanikaria da.	Nire [MASK] auto mekanikaria da.	Nire aitatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	auto mekanikaria	male	service technician
165	Nire aitatxo berogailu-teknikaria da.	Nire [MASK] berogailu-teknikaria da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	berogailu-teknikaria	male	heating mechanic
166	Nire aitatxo instalatzaile-elektrikoa da.	Nire [MASK] instalatzaile-elektrikoa da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	instalatzaile-elektrikoa	male	electrical installer
167	Nire aitatxo eraikuntza ekipoen operadorea da.	Nire [MASK] eraikuntza ekipoen operadorea da.	Nire aitatxo [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	eraikuntza ekipoen operadorea	male	operating engineer
168	Nire aitatxo egurketaria da.	Nire [MASK] egurketaria da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	egurketaria	male	logging worker
169	Nire aitatxo zoru-instalatzailea da.	Nire [MASK] zoru-instalatzailea da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	zoru-instalatzailea	male	floor installer
170	Nire aitatxo teilatu-emailea da.	Nire [MASK] teilatu-emailea da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	teilatu-emailea	male	roofer
171	Nire aitatxo meatzaritzako makina-operadorea da.	Nire [MASK] meatzaritzako makina-operadorea da.	Nire aitatxo [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	meatzaritzako makina-operadorea	male	mining machine operator
172	Nire aitatxo elektrizista da.	Nire [MASK] elektrizista da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	elektrizista	male	electrician
173	Nire aitatxo karrozaegilea da.	Nire [MASK] karrozaegilea da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	karrozaegilea	male	repairer
174	Nire aitatxo tren-gidaria da.	Nire [MASK] tren-gidaria da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	tren-gidaria	male	conductor
175	Nire aitatxo iturgina da.	Nire [MASK] iturgina da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	iturgina	male	plumber
176	Nire aitatxo arotza da.	Nire [MASK] arotza da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	arotza	male	carpenter
177	Nire aitatxo segurtasun sistemako instalatzailea da.	Nire [MASK] segurtasun sistemako instalatzailea da.	Nire aitatxo [MASK] [MASK] [MASK] da.	Nire [MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	segurtasun sistemako instalatzailea	male	security system installer
178	Nire aitatxo igeltseroa da.	Nire [MASK] igeltseroa da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	igeltseroa	male	mason
179	Nire aitatxo suhiltzailea da.	Nire [MASK] suhiltzailea da.	Nire aitatxo [MASK] da.	Nire [MASK] [MASK] da.	<person subject> <profession> da.	aitatxo	male	suhiltzailea	male	firefighter
180	Bera igeltsuzko panel instalatzailea da.	[MASK] igeltsuzko panel instalatzailea da.	Bera [MASK] [MASK] [MASK] da.	[MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	igeltsuzko panel instalatzailea	male	taper
181	Bera altzairu langilea da.	[MASK] altzairu langilea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	altzairu langilea	male	steel worker
182	Bera ekipamendu mugikorreko mekanikaria da.	[MASK] ekipamendu mugikorreko mekanikaria da.	Bera [MASK] [MASK] [MASK] da.	[MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	ekipamendu mugikorreko mekanikaria	male	mobile equipment mechanic
183	Bera autobus mekanikaria da.	[MASK] autobus mekanikaria da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	autobus mekanikaria	male	bus mechanic
184	Bera auto mekanikaria da.	[MASK] auto mekanikaria da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	auto mekanikaria	male	service technician
185	Bera berogailu-teknikaria da.	[MASK] berogailu-teknikaria da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	berogailu-teknikaria	male	heating mechanic
186	Bera instalatzaile-elektrikoa da.	[MASK] instalatzaile-elektrikoa da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	instalatzaile-elektrikoa	male	electrical installer
187	Bera eraikuntza ekipoen operadorea da.	[MASK] eraikuntza ekipoen operadorea da.	Bera [MASK] [MASK] [MASK] da.	[MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	eraikuntza ekipoen operadorea	male	operating engineer
188	Bera egurketaria da.	[MASK] egurketaria da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	egurketaria	male	logging worker
189	Bera zoru-instalatzailea da.	[MASK] zoru-instalatzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	zoru-instalatzailea	male	floor installer
190	Bera teilatu-emailea da.	[MASK] teilatu-emailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	teilatu-emailea	male	roofer
191	Bera meatzaritzako makina-operadorea da.	[MASK] meatzaritzako makina-operadorea da.	Bera [MASK] [MASK] da.	[MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	meatzaritzako makina-operadorea	male	mining machine operator
192	Bera elektrizista da.	[MASK] elektrizista da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	elektrizista	male	electrician
193	Bera karrozaegilea da.	[MASK] karrozaegilea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	karrozaegilea	male	repairer
194	Bera tren-gidaria da.	[MASK] tren-gidaria da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	tren-gidaria	male	conductor
195	Bera iturgina da.	[MASK] iturgina da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	iturgina	male	plumber
196	Bera arotza da.	[MASK] arotza da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	arotza	male	carpenter
197	Bera segurtasun sistemako instalatzailea da.	[MASK] segurtasun sistemako instalatzailea da.	Bera [MASK] [MASK] [MASK] da.	[MASK] [MASK] [MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	segurtasun sistemako instalatzailea	male	security system installer
198	Bera igeltseroa da.	[MASK] igeltseroa da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	igeltseroa	male	mason
199	Bera suhiltzailea da.	[MASK] suhiltzailea da.	Bera [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Bera	female	suhiltzailea	male	firefighter
1640	Emakume honek igeltsuzko panel instalatzaile bihurtu nahi du.	[MASK] honek igeltsuzko panel instalatzaile bihurtu nahi du.	Emakume honek [MASK] [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	igeltsuzko panel instalatzaile	male	taper
1641	Emakume honek altzairu langile bihurtu nahi du.	[MASK] honek altzairu langile bihurtu nahi du.	Emakume honek [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	altzairu langile	male	steel worker
1642	Emakume honek ekipamendu mugikorreko mekanikari bihurtu nahi du.	[MASK] honek ekipamendu mugikorreko mekanikari bihurtu nahi du.	Emakume honek [MASK] [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	ekipamendu mugikorreko mekanikari	male	mobile equipment mechanic
1643	Emakume honek autobus mekanikari bihurtu nahi du.	[MASK] honek autobus mekanikari bihurtu nahi du.	Emakume honek [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	autobus mekanikari	male	bus mechanic
1644	Emakume honek auto mekanikari bihurtu nahi du.	[MASK] honek auto mekanikari bihurtu nahi du.	Emakume honek [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	auto mekanikari	male	service technician
1645	Emakume honek berogailu-teknikari bihurtu nahi du.	[MASK] honek berogailu-teknikari bihurtu nahi du.	Emakume honek [MASK] bihurtu nahi du.	[MASK] honek [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	berogailu-teknikari	male	heating mechanic
1646	Emakume honek instalatzaile-elektriko bihurtu nahi du.	[MASK] honek instalatzaile-elektriko bihurtu nahi du.	Emakume honek [MASK] bihurtu nahi du.	[MASK] honek [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	instalatzaile-elektriko	male	electrical installer
1647	Emakume honek eraikuntza ekipoen operadore bihurtu nahi du.	[MASK] honek eraikuntza ekipoen operadore bihurtu nahi du.	Emakume honek [MASK] [MASK] [MASK] bihurtu nahi du.	[MASK] honek [MASK] [MASK] [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	eraikuntza ekipoen operadore	male	operating engineer
1648	Emakume honek egurketari bihurtu nahi du.	[MASK] honek egurketari bihurtu nahi du.	Emakume honek [MASK] bihurtu nahi du.	[MASK] honek [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	egurketari	male	logging worker
1649	Emakume honek zoru-instalatzaile bihurtu nahi du.	[MASK] honek zoru-instalatzaile bihurtu nahi du.	Emakume honek [MASK] bihurtu nahi du.	[MASK] honek [MASK] bihurtu nahi du.	<person subject> <profession> bihurtu nahi du.	Emakume	female	zoru-instalatzaile	male	floor installer
